,sentiment,news,sentiment_encoded,sentiment_transformer,sentiment_transformer_score,sent_trans_NEUTRAL_SCORE,combine
154,positive,"Again , the most significant sales increase of 18.6 % was in Russia .",2,POSITIVE,0.9953008890151978,,positive
155,positive,Alma Media expects its net sales to increase as forecast previously .,2,NEGATIVE,0.9988381266593933,,positive
156,positive,Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,2,NEGATIVE,0.9938403367996216,,positive
157,positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",2,NEGATIVE,0.9912488460540771,,positive
158,positive,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",2,NEGATIVE,0.7111833095550537,neutral,neutral
159,neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,1,POSITIVE,0.9430842399597168,neutral,neutral
160,positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",2,POSITIVE,0.948363185,neutral,neutral
161,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",2,POSITIVE,0.9779545068740845,neutral,neutral
162,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",2,POSITIVE,0.9763728380203247,neutral,neutral
163,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",2,POSITIVE,0.9786531925201416,neutral,neutral
164,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",2,POSITIVE,0.9664400815963745,neutral,neutral
165,positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",2,POSITIVE,0.9816609621047974,neutral,neutral
166,positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",2,POSITIVE,0.9449902772903442,neutral,neutral
167,positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",2,POSITIVE,0.9277002811431885,neutral,neutral
168,positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",2,POSITIVE,0.9692678451538086,neutral,neutral
169,positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",2,POSITIVE,0.9468337297439575,neutral,neutral
170,positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",2,POSITIVE,0.962606668,neutral,neutral
171,positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",2,POSITIVE,0.9655422568321228,neutral,neutral
172,positive,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",2,POSITIVE,0.9392063617706299,neutral,neutral
173,positive,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",2,POSITIVE,0.8979098796844482,neutral,neutral
174,positive,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",2,POSITIVE,0.8832688927650452,neutral,neutral
175,positive,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",2,POSITIVE,0.8793299198150635,neutral,neutral
176,positive,Cargo volume grew by 7 % .,2,POSITIVE,0.9869252443313599,neutral,neutral
177,positive,Cargo volume increased by approximately 5 % .,2,POSITIVE,0.9848175644874573,neutral,neutral
178,positive,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",2,NEGATIVE,0.9113664031028748,neutral,neutral
179,positive,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",2,NEGATIVE,0.9699030518531799,neutral,neutral
180,positive,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,2,NEGATIVE,0.9966464638710022,,positive
181,positive,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,2,NEGATIVE,0.9970884919166565,,positive
182,positive,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,2,NEGATIVE,0.9965002536773682,,positive
183,positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,2,NEGATIVE,0.9966541528701782,,positive
184,positive,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,2,NEGATIVE,0.9885489344596863,neutral,neutral
185,positive,EBIT margin was up from 1.4 % to 5.1 % .,2,NEGATIVE,0.8283631205558777,neutral,neutral
186,neutral,"Editor 's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ANSA reported on May 29 , 2006 .",1,NEGATIVE,0.9846691489219666,neutral,neutral
187,positive,"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",2,NEGATIVE,0.966194749,neutral,neutral
188,positive,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",2,NEGATIVE,0.9822407364845276,neutral,neutral
189,positive,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",2,POSITIVE,0.7281316518783569,neutral,neutral
190,positive,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",2,POSITIVE,0.7605623602867126,neutral,neutral
191,positive,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",2,NEGATIVE,0.9846971035003662,neutral,neutral
192,positive,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,2,POSITIVE,0.6126145124435425,neutral,neutral
193,positive,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,2,NEGATIVE,0.9647285342216492,neutral,neutral
194,positive,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",2,NEGATIVE,0.8653823733329773,neutral,neutral
195,positive,Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,2,NEGATIVE,0.9828779697418213,neutral,neutral
196,positive,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,2,NEGATIVE,0.9718634486198425,neutral,neutral
197,positive,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,2,NEGATIVE,0.970702052,neutral,neutral
198,positive,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,2,NEGATIVE,0.9634971618652344,neutral,neutral
199,positive,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",2,NEGATIVE,0.9341357350349426,neutral,neutral
200,positive,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",2,NEGATIVE,0.9348040223121643,neutral,neutral
201,positive,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,2,NEGATIVE,0.9606054425239563,neutral,neutral
202,positive,First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,2,NEGATIVE,0.9863638281822205,neutral,neutral
203,positive,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",2,POSITIVE,0.9989757537841797,,positive
204,positive,"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",2,NEGATIVE,0.8312851190567017,neutral,neutral
205,positive,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",2,POSITIVE,0.6561709642410278,neutral,neutral
206,positive,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",2,NEGATIVE,0.9317175149917603,neutral,neutral
207,positive,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",2,POSITIVE,0.9676128029823303,neutral,neutral
208,positive,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",2,POSITIVE,0.9931856393814087,,positive
209,positive,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",2,POSITIVE,0.9734931588172913,neutral,neutral
210,neutral,"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .",1,NEGATIVE,0.8796187043190002,neutral,neutral
211,positive,"In addition , Kone signed a two-year maintenance contract for the escalators .",2,NEGATIVE,0.9682505130767822,neutral,neutral
212,positive,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",2,POSITIVE,0.9940289258956909,,positive
213,positive,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",2,NEGATIVE,0.869484007,neutral,neutral
214,positive,"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",2,NEGATIVE,0.8061109185218811,neutral,neutral
215,positive,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",2,NEGATIVE,0.960560143,neutral,neutral
216,positive,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",2,POSITIVE,0.6194096207618713,neutral,neutral
217,positive,"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",2,POSITIVE,0.7931643724441528,neutral,neutral
218,positive,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",2,NEGATIVE,0.8827046751976013,neutral,neutral
